"CS_USER__C","CREATEDBYID","CREATEDDATE","EP_USER__C","ID","ISDELETED","LASTACTIVITYDATE","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","NAME","OWNERID","SYSTEMMODSTAMP","ACCOUNT_NAME__C","AGE__C","AREA__C","EMAIL__C","ENGINEER_FIRST_NAME__C","ENGINEER_NAME__C","ENGINEER_TYPE__C","EVENTUSER__C","GENKA_YEN__C","GYOUMUITAKU_CHECK__C","HYOUKA_RANK__C","INDEX_KOUMOKU__C","JYOUKEN_POINT__C","KEIKEN_NENSUU__C","KOJIN_JIGYOU_TYPE__C","MOBILE_NUMBER__C","SEX__C","SKILL_SET__C","SYAGAI_MUKE_SKILL__C","SYANAI_ENGINEER_KUBUN__C","SYOKUMU_RIREKI__C","SYOUDAN_KAISHI_JIKAN__C","SYOUDAN_SYUURYOU_JIKAN__C","TEIANKINGAKU__C","TOUROKU_MENDAN_DATE__C","TOUROKU_STATUS__C"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBwAAI","a0T2x000000MIgSEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","岩佐 千佳子","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFKAA1","34.0","栃木県","kataoka_keiko@example.com","","岩佐 千佳子","個人","","605000.0","false","B","","バランス（内容・金額）","4.0","法人","080-  61-1423","","サーバ構築;販売管理;OracleDBA;AWS","・Linux設計〜運用まで幅広く対応可能
・MW複数経験あり
・Docker、VMware経験あり","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-30T10:30:00.000Z","2020-07-30T11:30:00.000Z","","2020-07-18","稼働中"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBuAAI","a0T2x000000MIgTEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","吉原 さやか","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFLAA1","30.0","宮城県","ide_tamaki@example.com","","吉原 さやか","個人","","445500.0","false","C","","","2.0","個人","080- 809-7344","","システムリスク セキュリティ管理;サーバ構築;Java;ネットワーク構築;OracleDBA;PHP;AWS","・.NETでの開発経験豊富
・詳細設計〜テストまで一貫して対応可能","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-24T14:00:00.000Z","2020-07-24T15:00:00.000Z","","2020-07-18","稼働中"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBvAAI","a0T2x000000MIgUEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","野崎 たかお","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFMAA1","31.0","秋田県","iiduka_waka@example.com","","野崎 たかお","個人","","430500.0","false","C","","","12.0","個人","090-4300-9109","","サーバ構築;Java;ネットワーク構築;Explanner;販売管理;OracleDBA","・（例）スマホ（iOS/Android）開発経験豊富
・（例）要件定義〜運用保守まで一貫した対応
・（例）Javaでのサーバーサイド開発","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-28T11:00:00.000Z","2020-07-28T12:00:00.000Z","","2020-07-16","未対応"
"0052x000002poC1AAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBwAAI","a0T2x000000MIgVEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","山中 れいな","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFNAA1","32.0","岩手県","imura_yuuichi@example.com","","山中 れいな","個人","","570000.0","false","D","","","4.0","個人","080-3213-9221","","Java","・詳細設計〜テストまで対応可能
・C#.NET、PHPでの開発経験あり","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-23T19:00:00.000Z","2020-07-23T20:00:00.000Z","","2020-07-16","営業中"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBwAAI","a0T2x000000MIgWEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","塚本 ノブヒコ","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFsAAL","23.0","岩手県","nakamoto_hanako@example.com","","塚本 ノブヒコ","個人","","423000.0","false","A","","金","3.0","個人","080-6531-2988","","サーバアカウント管理","・（例）スマホ（iOS/Android）開発経験豊富
・（例）要件定義〜運用保守まで一貫した対応
・（例）Javaでのサーバーサイド開発","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-24T15:00:00.000Z","2020-07-24T16:00:00.000Z","","2020-07-20","未対応"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBwAAI","a0T2x000000MIgXEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","河原 めぐみ","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEaAAL","38.0","福島県","ootani_sayuri@example.com","","河原 めぐみ","個人","","581000.0","false","B","","【先出しOK】単価＞＞場所＞＞内容","8.0","個人","090-6438-2548","","サーバアカウント管理","・要件定義〜テストまで一貫して対応可能
・.NEtでの開発経験豊富","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-28T10:00:00.000Z","2020-07-28T11:00:00.000Z","","2020-07-20","営業中"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBwAAI","a0T2x000000MIgYEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","宮崎 れいな","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEbAAL","40.0","長野県","shibazaki_yasufumi@example.com","","宮崎 れいな","個人","","436000.0","false","B","","Ruby案件＝単金","2.0","個人","080-4442-9369","","ネットワーク構築","・Android-Javaを用いたスマホアプリ開発
・Kotlin実務経験あり
・要件定義（見積もりなど）〜設計〜製造まで一貫して対応可能
・チーム内でのコードレビュー対応など、サブリーダー的立ちまわり多い","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-23T09:00:00.000Z","2020-07-23T10:00:00.000Z","","2020-07-08","他社決"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBuAAI","a0T2x000000MIgZEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","柳沢 碧海","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEcAAL","42.0","三重県","kawahara_masaaki@example.com","","柳沢 碧海","個人","","553000.0","false","C","","","4.0","法人","090-1344-9336","","Java","・要件定義〜テストまで対応可能
・アジャイル、ウォーターフォール経験あり

・Rubyを利用してのサーバーサイドの開発
㊩Ver：〜2.4 
㊩FW：Ruby on Rails（〜5.1）、Sinatra","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-28T10:00:00.000Z","2020-07-28T11:00:00.000Z","","2020-07-21","営業中"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBuAAI","a0T2x000000MIgaEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","岡部 満","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEdAAL","45.0","宮城県","mita_mina@example.com","","岡部 満","個人","","463500.0","false","C","","","5.0","個人","090-2634-8772","","C++","・（例）スマホ（iOS/Android）開発経験豊富
・（例）要件定義〜運用保守まで一貫した対応
・（例）Javaでのサーバーサイド開発","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-23T18:00:00.000Z","2020-07-23T19:00:00.000Z","","2020-07-08","掘り起こし"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBuAAI","a0T2x000000MIgbEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","植田 沙耶","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEeAAL","43.0","北海道","takigawa_ukyou@example.com","","植田 沙耶","個人","","438500.0","false","D","","【先出しOK】場所（新宿近辺）＞雰囲気＞＞単価","5.0","個人","080-9511-2708","","サーバ構築;販売管理;AWS","・JavaScriptによるフロントエンド開発経験豊富
・要件定義〜設計〜","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-23T15:00:00.000Z","2020-07-23T16:00:00.000Z","","2020-07-12","未対応"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBvAAI","a0T2x000000MIgcEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","芦田 春樹","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEfAAL","37.0","静岡県","tsuduki_miyuki@example.com","","芦田 春樹","個人","","703500.0","false","A","","業務内容＞場所＞金額

基本的に、上流工程メイン
Java,.netはソースコードの解読
既存で保守・改修業務であれば開発も対応可","5.0","個人","080-9099-2093","","サーバ構築;VB.Net;Java;PHP;Node.js","・PHPやRailsでのサーバサイド開発
・JavaScriptを用いたフロント開発
・ゲーム業界経験豊富
・新規開発経験豊富","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-30T19:00:00.000Z","2020-07-30T19:30:00.000Z","","2020-07-14","営業中"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBvAAI","a0T2x000000MIgdEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","柴山 さとみ","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEgAAL","21.0","群馬県","maehara_risa@example.com","","柴山 さとみ","個人","","558000.0","false","A","","内容＞金額＝時間幅","11.0","個人","080-3336-4880","","サーバ構築;販売管理;OracleDBA;AWS","・上流工程経験豊富
・会計関連、製造業、放送業界の知識あり
・Java、VB.net開発経験あり","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-23T10:00:00.000Z","2020-07-23T11:00:00.000Z","","2020-07-08","営業中"
"0052x000002poC0AAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poByAAI","a0T2x000000MIgeEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","矢口 翔","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEhAAL","23.0","三重県","shioya_yuu@example.com","","矢口 翔","個人","","401500.0","false","B","","別途掘り起こし面談が必要。","5.0","法人","080-2858-2649","","システムリスク セキュリティ管理;サーバ構築;Java;ネットワーク構築;OracleDBA;PHP;AWS","・要件定義〜テストまで一貫して対応可能
・GO、PHP、Java等多言語での開発経験あり","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-24T12:00:00.000Z","2020-07-24T13:00:00.000Z","","2020-07-15","営業中"
"0052x000002poC0AAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poByAAI","a0T2x000000MIgfEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","依田 博明","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEiAAL","25.0","青森県","mifune_motoki@example.com","","依田 博明","個人","","385000.0","false","B","","場所（1ｈ圏内）＞安定稼働＞はじめてのフリーランスでも働きやすい※稼働者の実績あるところだと安心するかも
AWS環境興味あり。私服だとうれしい","4.0","個人","090-1071-3933","","サーバ構築;Java;ネットワーク構築;Explanner;販売管理;OracleDBA","・（例）スマホ（iOS/Android）開発経験豊富
・（例）要件定義〜運用保守まで一貫した対応
・（例）Javaでのサーバーサイド開発","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-23T20:00:00.000Z","2020-07-23T21:00:00.000Z","","2020-07-19","掘り起こし"
"0052x000002poC0AAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poByAAI","a0T2x000000MIggEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","西岡 菜々美","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEjAAL","27.0","北海道","ueno_tetsuji@example.com","","西岡 菜々美","個人","","401500.0","false","B","","案件があるか","9.0","個人","090-9527-5127","","Java","・Java、Javascriptでの開発経験豊富
・チームリーダー業務の経験あり
・詳細設計〜テスト工程得意","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-22T19:30:00.000Z","2020-07-22T20:30:00.000Z","","2020-07-07","営業中"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBwAAI","a0T2x000000MIghEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","森 さゆり","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEkAAL","36.0","長野県","umemura_miduki@example.com","","森 さゆり","個人","","625000.0","false","B","","","4.0","個人","090-4692-1176","","サーバアカウント管理","・（例）スマホ（iOS/Android）開発経験豊富
・（例）要件定義〜運用保守まで一貫した対応
・（例）Javaでのサーバーサイド開発","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-23T18:00:00.000Z","2020-07-23T19:00:00.000Z","","2020-07-18","掘り起こし"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBuAAI","a0T2x000000MIgiEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","森山 麗奈","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyElAAL","41.0","富山県","kotani_chinatsu@example.com","","森山 麗奈","個人","","452500.0","true","C","","【先出しNG】
技術・案件内容＞単価＝日数＞場所
・技術：最新技術を用いてるか（Kotlinや最新ライブラリなど）
・案件内容：ベンチャー＞大手
サーバー側、IOSも触れる。 キュレーション系、ライブビデオ配信、NewsPicksのようなニュース配信、新規案件等、
・単価：６５万は最低ライン
・日数：週４で出来ると尚可。（始めは週５問題なし。）
・場所；溝江からDD１時間（渋谷はOK）","11.0","個人","090-4921-3729","","ネットワーク構築","・（例）スマホ（iOS/Android）開発経験豊富
・（例）要件定義〜運用保守まで一貫した対応
・（例）Javaでのサーバーサイド開発","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-23T18:00:00.000Z","2020-07-23T19:00:00.000Z","","2020-07-08","掘り起こし"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBuAAI","a0T2x000000MIgjEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","武内 惇","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEmAAL","39.0","福島県","etou_hiroaki@example.com","","武内 惇","個人","","708000.0","true","C","","","1.0","個人","090-9238-3016","","Java","・Androidアプリ開発経験豊富（iOSの経験もあり）
・開発〜運用保守まで対応
・Rubyでのサーバーサイド開発（2,3ヶ月程度）","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-24T14:00:00.000Z","2020-07-24T15:00:00.000Z","","2020-07-15","他社決"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBuAAI","a0T2x000000MIgkEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","奥田 美菜","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEnAAL","25.0","富山県","yamase_fumiya@example.com","","奥田 美菜","個人","","387500.0","true","D","","商流切替希望＞単価＞作業内容

・商流切替希望
ギークスとの直契約

・単価
単価は最低でも55万（税抜）は欲しい

・作業内容
ゲーム業界希望
出来ればメイン側の構築したい","9.0","個人","080-8591-1835","","C++","・（例）スマホ（iOS/Android）開発経験豊富
・（例）要件定義〜運用保守まで一貫した対応
・（例）Javaでのサーバーサイド開発","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-24T19:30:00.000Z","2020-07-24T20:30:00.000Z","","2020-07-17","営業準備中"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBvAAI","a0T2x000000MIglEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","富永 ジョージ","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEoAAL","30.0","滋賀県","terasawa_juri@example.com","","富永 ジョージ","個人","","591500.0","true","A","","","4.0","法人","080-3468-7168","","サーバ構築;販売管理;AWS","・コンシューマー、スマホゲーム開発経験あり
・基本設計〜運用まで対応可能
・クライアントサイド開発得意
・C++、C#、Javaでの開発得意
・個人でゲーム、アプリ作成","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-21T16:00:00.000Z","2020-07-21T17:00:00.000Z","","2020-07-17","稼働中"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBvAAI","a0T2x000000MIgmEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","木戸 倫子","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEpAAL","32.0","宮城県","takeuchi_risa@example.com","","木戸 倫子","個人","","433000.0","false","A","","【先出しOK】早期参画＞場所が近い＞環境にJavaなど他言語がある","9.0","個人","080-4906-3378","","サーバ構築;VB.Net;Java;PHP;Node.js","・（例）スマホ（iOS/Android）開発経験豊富
・（例）要件定義〜運用保守まで一貫した対応
・（例）Javaでのサーバーサイド開発","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-31T16:00:00.000Z","2020-07-31T17:00:00.000Z","","2020-07-16","掘り起こし"
"0052x000002poC0AAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poByAAI","a0T2x000000MIgnEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","今田 恵梨香","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEqAAL","23.0","長野県","mitsui_mina@example.com","","今田 恵梨香","個人","","621000.0","false","B","","リモート＞週5
㈰単金
㈪技術要素
㈫場所（23区内）

PC：Mac（持ち込み可能）","3.0","個人","090-4044-3454","","サーバ構築;販売管理;OracleDBA;AWS","・VB.Net、C#.Netを用いた開発
・ASP.Net経験あり
・要件定義（顧客折衝）〜設計〜製造まで一貫して対応可能","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-28T14:00:00.000Z","2020-07-28T15:00:00.000Z","","2020-07-23","稼働中"
"0052x000002poC0AAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poByAAI","a0T2x000000MIgoEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","大橋 明慶","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyErAAL","38.0","秋田県","minami_ouga@example.com","","大橋 明慶","個人","","604000.0","false","B","","","4.0","個人","080-7045-2122","","システムリスク セキュリティ管理;サーバ構築;Java;ネットワーク構築;OracleDBA;PHP;AWS","・JavaScript(React.js)によるフロントエンド開発経験豊富
・0ベースからの開発得意
・PHP、Javaによるサーバー開発経験有り","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-23T10:00:00.000Z","2020-07-23T11:00:00.000Z","","2020-07-10","他社決"
"0052x000002poC0AAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poByAAI","a0T2x000000MIgpEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","熊沢 みき","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEtAAL","40.0","栃木県","hirao_kogan@example.com","","熊沢 みき","パートナー","","563500.0","false","B","","場所、稼働安定＞金額＞内容","2.0","個人","090-  39-9347","","サーバ構築;Java;ネットワーク構築;Explanner;販売管理;OracleDBA","・（例）スマホ（iOS/Android）開発経験豊富
・（例）要件定義〜運用保守まで一貫した対応
・（例）Javaでのサーバーサイド開発","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-23T19:00:00.000Z","2020-07-23T20:00:00.000Z","","2020-07-16","未対応"
"0052x000002poBzAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poByAAI","a0T2x000000MIgqEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","堀内 理紗","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEuAAL","42.0","愛知県","wada_keiji@example.com","","堀内 理紗","個人","","351500.0","true","B","","","1.0","法人","080-7573-9606","","Java","・Webサイト構築、ディレクション経験豊富
・Illustrator、Photoshop、InDesign、XD、Sketch経験あり
・SASS、Gulp、Grunt経験あり","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-27T11:30:00.000Z","2020-07-27T12:30:00.000Z","","2020-07-14","他社決"
"0052x000002poBtAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poByAAI","a0T2x000000MIgrEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","今村 くるみ","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEvAAL","45.0","福島県","umedu_takashi@example.com","","今村 くるみ","個人","","485000.0","false","C","","","7.0","個人","080-3314-7171","","サーバアカウント管理","","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-23T10:30:00.000Z","2020-07-23T11:30:00.000Z","","2020-07-12","掘り起こし"
"0052x000002poBzAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poC1AAI","a0T2x000000MIgsEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","早坂 ケンイチ","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEwAAL","43.0","山梨県","aikawa_kenji@example.com","","早坂 ケンイチ","個人","","333500.0","false","C","","案件があれば","2.0","個人","090-5576- 910","","ネットワーク構築","・（例）スマホ（iOS/Android）開発経験豊富
・（例）要件定義〜運用保守まで一貫した対応
・（例）Javaでのサーバーサイド開発","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-27T19:00:00.000Z","2020-07-27T20:00:00.000Z","","2020-07-17","掘り起こし"
"0052x000002poBxAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBuAAI","a0T2x000000MIgtEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","江原 雅彦","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyExAAL","34.0","宮城県","sakakibara_kaoru@example.com","","江原 雅彦","個人","","655500.0","false","D","","働きやすさ（チーム体制が整っている・炎上していない）＞安定稼働＞業務内容","4.0","法人","090-8797-7246","","Java","・C♯.net、VB.netでの開発経験豊富（クラサバ）
・新規の開発経験豊富
・MSAzure運用経験あり","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-24T19:00:00.000Z","2020-07-24T20:00:00.000Z","","2020-07-09","稼働中"
"0052x000002poByAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBtAAI","a0T2x000000MIguEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","石田 茜","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEyAAL","23.0","神奈川県","wakamatsu_haruka@example.com","","石田 茜","個人","","543000.0","false","A","","【先出しOK】【最新ご経歴書回収中】
1、私服可
2、MAC支給
3、10:00以降作業開始(30分前後は検討可能)
※チーム規模：拘り無し
※会社規模：拘りないが、中小企業の方がバリューを出せそうとの
※PC持ち込み：ご相談可能
※リモート希望なく、常駐希望","8.0","個人","090-6671-6788","","C++","・基本設計〜テストまで一貫した対応
・PHP(Ver.~7) 、Ruby、Node.JS
・DB設計、構築、チューニング対応
・MW含む環境構築経験あり","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-22T11:30:00.000Z","2020-07-22T12:30:00.000Z","","2020-07-08","他社決"
"0052x000002poByAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBzAAI","a0T2x000000MIgvEAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","村上 育子","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEsAAL","38.0","秋田県","teramoto_nanase@example.com","","村上 育子","個人","","694000.0","false","A","","※日本語能力要チェック","7.0","個人","080-9029- 674","","サーバ構築;販売管理;AWS","・Javaでの設計、開発、テストまで一貫して
・OracleDBでの設計構築、チューニング","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-07-23T19:00:00.000Z","2020-07-21T20:00:00.000Z","","2020-07-08","掘り起こし"
